provincia;poblacion;cod_postal
Málaga;Cuevas de San Marcos;29210
Málaga;Cútar;29718
Málaga;Estepona;29680
Málaga;Estepona;29688
Málaga;Estepona;29689
Málaga;Estepona;29693
Málaga;Estepona;29698
Málaga;Faraján;29461
Málaga;Frigiliana;29788
Málaga;Frigiliana;29789
Málaga;Fuengirola;29640
Málaga;Fuente de Piedra;29520
Málaga;Gaucín;29480
Málaga;Genalguacil;29492
Málaga;Guaro;29108
Málaga;Humilladero;29531
Málaga;Humilladero;29533
Málaga;Igualeja;29440
Málaga;Istán;29611
Málaga;Iznate;29792
Málaga;Jimera de Líbar;29392
Málaga;Jubrique;29492
Málaga;Júzcar;29462
Málaga;Macharaviaya;29791
Málaga;Málaga;29001
Málaga;Málaga;29002
Málaga;Málaga;29003
Málaga;Málaga;29004
Málaga;Málaga;29005
Málaga;Málaga;29006
Málaga;Málaga;29007
Málaga;Málaga;29008
Málaga;Málaga;29009
Málaga;Málaga;29010
Málaga;Málaga;29011
Málaga;Málaga;29012
Málaga;Málaga;29013
Málaga;Málaga;29014
Málaga;Málaga;29015
Málaga;Málaga;29016
Málaga;Málaga;29017
Málaga;Málaga;29018
Málaga;Málaga;29140
Málaga;Málaga;29190
Málaga;Málaga;29191
Málaga;Málaga;29196
Málaga;Málaga;29197
Málaga;Málaga;29470
Málaga;Málaga;29590
Málaga;Málaga;29591
Málaga;Málaga;29620
Málaga;Málaga;29720
Málaga;Manilva;29691
Málaga;Manilva;29692
Málaga;Marbella;29601
Málaga;Marbella;29602
Málaga;Marbella;29603
Málaga;Marbella;29604
Málaga;Marbella;29660
Málaga;Marbella;29670
Málaga;Mijas;29647
Málaga;Mijas;29648
Málaga;Mijas;29649
Málaga;Mijas;29650
Málaga;Mijas;29651
Málaga;Moclinejo;29738
Málaga;Mollina;29532
Málaga;Monda;29110
Málaga;Montejaque;29360
Málaga;Nerja;29780
Málaga;Nerja;29787
Málaga;Ojén;29610
Málaga;Ojén;29620
Málaga;Parauta;29451
Málaga;Periana;29710
Málaga;Pizarra;29560
Málaga;Pizarra;29568
Málaga;Pizarra;29569
Málaga;Pujerra;29450
Málaga;Rincón de la Victoria;29720
Málaga;Rincón de la Victoria;29730
Málaga;Rincón de la Victoria;29738
Málaga;Riogordo;29180
Málaga;Ronda;29394
Málaga;Ronda;29400
Málaga;Ronda;29430
Málaga;Ronda;29471
Málaga;Salares;29714
Málaga;Sayalonga;29752
Málaga;Sayalonga;29753
Málaga;Sedella;29715
Málaga;Sedella;29719
Málaga;Sierra de Yeguas;29328
Málaga;Sierra de Yeguas;29329
Málaga;Teba;29327
Málaga;Tolox;29109
Málaga;Torrox;29770
Málaga;Torrox;29793
Málaga;Torrox;29796
Málaga;Totalán;29197
Málaga;Valle de Abdalajís;29240
Málaga;Vélez-Málaga;29700
Málaga;Vélez-Málaga;29718
Málaga;Vélez-Málaga;29719
Málaga;Vélez-Málaga;29740
Málaga;Vélez-Málaga;29749
Málaga;Vélez-Málaga;29750
Málaga;Vélez-Málaga;29751
Málaga;Vélez-Málaga;29760
Málaga;Vélez-Málaga;29790
Málaga;Vélez-Málaga;29792
Málaga;Villanueva de Algaidas;29310
Málaga;Villanueva de Algaidas;29311
Málaga;Villanueva del Rosario;29312
Málaga;Villanueva del Trabuco;29313
Málaga;Villanueva del Trabuco;29315
Málaga;Villanueva de Tapia;29315
Málaga;Viñuela;29712
Málaga;Viñuela;29713
Málaga;Viñuela;29719
Málaga;Yunquera;29410
Málaga;Torremolinos;29620
Málaga;Villanueva de la Concepción;29230
Murcia;Abanilla;30626
Murcia;Abanilla;30640
Murcia;Abanilla;30648
Murcia;Abanilla;30649
Murcia;Abarán;30550
Murcia;Abarán;30559
Murcia;Águilas;30880
Murcia;Águilas;30889
Murcia;Albudeite;30190
Murcia;Alcantarilla;30820
Murcia;Aledo;30859
Murcia;Alguazas;30560
Murcia;Alguazas;30561
Murcia;Alhama de Murcia;30840
Murcia;Archena;30600
Murcia;Archena;30609
Murcia;Beniel;30130
Murcia;Blanca;30540
Murcia;Bullas;30180
Murcia;Bullas;30189
Murcia;Calasparra;30420
Murcia;Campos del Río;30191
Murcia;Campos del Río;30192
Murcia;Caravaca de la Cruz;30195
Murcia;Caravaca de la Cruz;30400
Murcia;Caravaca de la Cruz;30410
Murcia;Caravaca de la Cruz;30411
Murcia;Caravaca de la Cruz;30412
Murcia;Caravaca de la Cruz;30413
Murcia;Cartagena;30201
Murcia;Cartagena;30202
Murcia;Cartagena;30203
Murcia;Cartagena;30204
Murcia;Cartagena;30205
Murcia;Cartagena;30300
Murcia;Cartagena;30310
Murcia;Cartagena;30319
Murcia;Cartagena;30330
Murcia;Cartagena;30350
Murcia;Cartagena;30351
Murcia;Cartagena;30365
Murcia;Cartagena;30366
Murcia;Cartagena;30367
Murcia;Cartagena;30368
Murcia;Cartagena;30369
Murcia;Cartagena;30370
Murcia;Cartagena;30380
Murcia;Cartagena;30381
Murcia;Cartagena;30382
Murcia;Cartagena;30383
Murcia;Cartagena;30384
Murcia;Cartagena;30385
Murcia;Cartagena;30387
Murcia;Cartagena;30389
Murcia;Cartagena;30390
Murcia;Cartagena;30391
Murcia;Cartagena;30392
Murcia;Cartagena;30393
Murcia;Cartagena;30394
Murcia;Cartagena;30395
Murcia;Cartagena;30396
Murcia;Cartagena;30397
Murcia;Cartagena;30398
Murcia;Cartagena;30399
Murcia;Cartagena;30590
Murcia;Cartagena;30593
Murcia;Cartagena;30594
Murcia;Cartagena;30835
Murcia;Cartagena;30868
Murcia;Cehegín;30189
Murcia;Cehegín;30420
Murcia;Cehegín;30430
Murcia;Cehegín;30438
Murcia;Cehegín;30439
Murcia;Ceutí;30562
Murcia;Ceutí;30563
Murcia;Fortuna;30620
Murcia;Fortuna;30626
Murcia;Fortuna;30628
Murcia;Fortuna;30629
Murcia;Fuente Álamo de Murcia;30320
Murcia;Fuente Álamo de Murcia;30332
Murcia;Fuente Álamo de Murcia;30333
Murcia;Fuente Álamo de Murcia;30334
Murcia;Fuente Álamo de Murcia;30335
Murcia;Fuente Álamo de Murcia;30338
Murcia;Jumilla;3659
Murcia;Jumilla;30520
Murcia;Jumilla;30528
Murcia;Jumilla;30529
Murcia;Librilla;30892
Murcia;Lorca;30017
Murcia;Lorca;30800
Murcia;Lorca;30810
Murcia;Lorca;30811
Murcia;Lorca;30812
Murcia;Lorca;30813
Murcia;Lorca;30814
Murcia;Lorca;30815
Murcia;Lorca;30816
Murcia;Lorca;30817
Murcia;Lorca;30818
Murcia;Lorca;30834
Murcia;Lorca;30876
Murcia;Lorca;30878
Murcia;Lorca;30889
Murcia;Lorca;30890
Murcia;Lorca;30893
Murcia;Lorca;32131
Murcia;Lorquí;30564
Murcia;Mazarrón;30335
Murcia;Mazarrón;30858
Murcia;Mazarrón;30860
Murcia;Mazarrón;30868
Murcia;Mazarrón;30870
Murcia;Mazarrón;30875
Murcia;Mazarrón;30876
Murcia;Mazarrón;30877
Murcia;Mazarrón;30878
Murcia;Mazarrón;30879
Murcia;Molina de Segura;30500
Murcia;Molina de Segura;30506
Murcia;Molina de Segura;30507
Murcia;Molina de Segura;30508
Murcia;Molina de Segura;30509
Murcia;Moratalla;2438
Murcia;Moratalla;30387
Murcia;Moratalla;30400
Murcia;Moratalla;30410
Murcia;Moratalla;30411
Murcia;Moratalla;30413
Murcia;Moratalla;30440
Murcia;Moratalla;30441
Murcia;Moratalla;30442
Murcia;Mula;30170
Murcia;Mula;30178
Murcia;Mula;30193
Murcia;Mula;30194
Murcia;Murcia;3010
Murcia;Murcia;15201
Murcia;Murcia;30000
Murcia;Murcia;30001
Murcia;Murcia;30002
Murcia;Murcia;30003
Murcia;Murcia;30004
Murcia;Murcia;30005
Murcia;Murcia;30006
Murcia;Murcia;30007
Murcia;Murcia;30008
Murcia;Murcia;30009
Murcia;Murcia;30010
Murcia;Murcia;30011
Murcia;Murcia;30012
Murcia;Murcia;30100
Murcia;Murcia;30107
Murcia;Murcia;30108
Murcia;Murcia;30110
Murcia;Murcia;30120
Murcia;Murcia;30139
Murcia;Murcia;30150
Murcia;Murcia;30151
Murcia;Murcia;30152
Murcia;Murcia;30153
Murcia;Murcia;30154
Murcia;Murcia;30155
Murcia;Murcia;30156
Murcia;Murcia;30157
Murcia;Murcia;30158
Murcia;Murcia;30160
Murcia;Murcia;30161
Murcia;Murcia;30162
Murcia;Murcia;30163
Murcia;Murcia;30164
Murcia;Murcia;30165
Murcia;Murcia;30166
Murcia;Murcia;30167
Murcia;Murcia;30168
Murcia;Murcia;30169
Murcia;Murcia;30179
Murcia;Murcia;30331
Murcia;Murcia;30570
Murcia;Murcia;30579
Murcia;Murcia;30580
Murcia;Murcia;30588
Murcia;Murcia;30589
Murcia;Murcia;30590
Murcia;Murcia;30592
Murcia;Murcia;30750
Murcia;Murcia;30826
Murcia;Murcia;30830
Murcia;Murcia;30831
Murcia;Murcia;30832
Murcia;Murcia;30833
Murcia;Murcia;30834
Murcia;Murcia;30835
Murcia;Murcia;30836
Murcia;Murcia;30837
Murcia;Murcia;30850
Murcia;Murcia;30883
Murcia;Ojós;30611
Murcia;Pliego;30176
Murcia;Pliego;30196
Murcia;Puerto Lumbreras;30890
Murcia;Puerto Lumbreras;30891
Murcia;Ricote;30610
Murcia;San Javier;30370
Murcia;San Javier;30379
Murcia;San Javier;30380
Murcia;San Javier;30592
Murcia;San Javier;30720
Murcia;San Javier;30729
Murcia;San Javier;30730
Murcia;San Javier;30739
Murcia;San Pedro del Pinatar;30740
Murcia;San Pedro del Pinatar;30749
Murcia;Torre-Pacheco;30591
Murcia;Torre-Pacheco;30592
Murcia;Torre-Pacheco;30700
Murcia;Torre-Pacheco;30708
Murcia;Torre-Pacheco;30709
Murcia;Torre-Pacheco;30710
Murcia;Torre-Pacheco;30739
Murcia;Las Torres de Cotillas;30565
Murcia;Totana;30850
Murcia;Totana;30858
Murcia;Totana;30859
Murcia;Ulea;30612
Murcia;La Unión;30360
Murcia;La Unión;30362
Murcia;La Unión;30364
Murcia;La Unión;30369
Murcia;Villanueva del Río Segura;30613
Murcia;Yecla;3657
Murcia;Yecla;30510
Murcia;Santomera;30140
Murcia;Santomera;30148
Murcia;Santomera;30149
Murcia;Santomera;30629
Murcia;Los Alcázares;30710
Navarra;Abáigar;31280
Navarra;Abárzuza/Abartzuza;31178
Navarra;Abaurregaina/Abaurrea Alta;31692
Navarra;Abaurrepea/Abaurrea Baja;31692
Navarra;Aberin;31264
Navarra;Aberin;31292
Navarra;Ablitas;31523
Navarra;Adiós;31153
Navarra;Aguilar de Codés;31228
Navarra;Aibar/Oibar;31460
Navarra;Altsasu/Alsasua;31800
Navarra;Allín/Allin;31241
Navarra;Allín/Allin;31290
Navarra;Allo;31262
Navarra;Améscoa Baja;31272
Navarra;Ancín/Antzin;31280
Navarra;Ancín/Antzin;31281
Navarra;Andosilla;31261
Navarra;Ansoáin/Antsoain;31013
Navarra;Anue;31798
Navarra;Añorbe;31154
Navarra;Aoiz/Agoitz;31430
Navarra;Araitz;31891
Navarra;Aranarache/Aranaratxe;31271
Navarra;Arantza;31790
Navarra;Aranguren;31192
Navarra;Arano;31754
Navarra;Arakil;31849
Navarra;Arakil;31850
Navarra;Arakil;31867
Navarra;Arakil;31868
Navarra;Aras;31239
Navarra;Arbizu;31839
Navarra;Arce/Artzi;31438
Navarra;Arce/Artzi;31439
Navarra;Arce/Artzi;31481
Navarra;Los Arcos;31210
Navarra;Arellano;31263
Navarra;Areso;31876
Navarra;Arguedas;31513
Navarra;Aria;31671
Navarra;Aribe;31671
Navarra;Armañanzas;31228
Navarra;Arróniz;31243
Navarra;Arruazu;31840
Navarra;Artajona;31140
Navarra;Artazu;31109
Navarra;Atez/Atetz;31193
Navarra;Atez/Atetz;31867
Navarra;Ayegui/Aiegi;31208
Navarra;Ayegui/Aiegi;31240
Navarra;Azagra;31560
Navarra;Azuelo;31228
Navarra;Bakaiku;31810
Navarra;Barásoain;31395
Navarra;Barbarin;31243
Navarra;Bargota;31229
Navarra;Barillas;31523
Navarra;Basaburua;31866
Navarra;Basaburua;31869
Navarra;Baztan;31700
Navarra;Baztan;31713
Navarra;Baztan;31714
Navarra;Baztan;31715
Navarra;Baztan;31720
Navarra;Baztan;31730
Navarra;Baztan;31794
Navarra;Baztan;31795
Navarra;Baztan;31796
Navarra;Beire;31393
Navarra;Belascoáin;31174
Navarra;Berbinzana;31252
Navarra;Bertizarana;31720
Navarra;Bertizarana;31792
Navarra;Bertizarana;31793
Navarra;Betelu;31890
Navarra;Biurrun-Olcoz;31398
Navarra;Buñuel;31540
Navarra;Auritz/Burguete;31640
Navarra;Burgui/Burgi;31412
Navarra;Burlada/Burlata;31600
Navarra;El Busto;31229
Navarra;Cabanillas;31511
Navarra;Cabredo;31227
Navarra;Cadreita;31515
Navarra;Caparroso;31380
Navarra;Caparroso;31381
Navarra;Cárcar;31579
Navarra;Carcastillo;31310
Navarra;Carcastillo;31311
Navarra;Cascante;31520
Navarra;Cáseda;31312
Navarra;Cáseda;31490
Navarra;Castejón;31590
Navarra;Castillonuevo;31454
Navarra;Cintruénigo;31592
Navarra;Ziordia;31809
Navarra;Cirauqui/Zirauki;31131
Navarra;Ciriza/Ziritza;31174
Navarra;Cizur;31174
Navarra;Cizur;31190
Navarra;Corella;31591
Navarra;Cortes;31530
Navarra;Desojo;31229
Navarra;Dicastillo;31263
Navarra;Donamaria;31750
Navarra;Etxalar;31760
Navarra;Echarri/Etxarri;31174
Navarra;Etxarri Aranatz;31820
Navarra;Etxauri;31174
Navarra;Valle de Egüés/Eguesibar;31192
Navarra;Valle de Egüés/Eguesibar;31486
Navarra;Valle de Egüés/Eguesibar;31620
Navarra;Valle de Egüés/Eguesibar;31621
Navarra;Elgorriaga;31744
Navarra;Noáin (Valle de Elorz)/Noain (Elortzibar);31110
Navarra;Noáin (Valle de Elorz)/Noain (Elortzibar);31119
Navarra;Noáin (Valle de Elorz)/Noain (Elortzibar);31470
Navarra;Enériz/Eneritz;31153
Navarra;Eratsun;31748
Navarra;Ergoiena;31829
Navarra;Erro;31638
Navarra;Erro;31639
Navarra;Erro;31694
Navarra;Erro;31695
Navarra;Erro;31696
Navarra;Erro;31697
Navarra;Erro;31699
Navarra;Ezcároz/Ezkaroze;31690
Navarra;Eslava;31494
Navarra;Esparza de Salazar/Espartza Zaraitzu;31453
Navarra;Espronceda;31228
Navarra;Estella-Lizarra;31200
Navarra;Esteribar;31630
Navarra;Esteribar;31638
Navarra;Esteribar;31639
Navarra;Esteribar;31698
Navarra;Esteribar;31699
Navarra;Etayo;31281
Navarra;Eulate;31271
Navarra;Ezcabarte;31194
Navarra;Ezcabarte;31799
Navarra;Ezkurra;31749
Navarra;Ezkurra;31794
Navarra;Ezprogui;31491
Navarra;Ezprogui;31492
Navarra;Falces;31370
Navarra;Fitero;31593
Navarra;Fontellas;31512
Navarra;Funes;31360
Navarra;Fustiñana;31510
Navarra;Galar;31191
Navarra;Gallipienzo/Galipentzu;31493
Navarra;Gallués/Galoze;31451
Navarra;Garaioa;31692
Navarra;Garde;31414
Navarra;Garínoain;31395
Navarra;Garralda;31693
Navarra;Genevilla;31227
Navarra;Goizueta;31754
Navarra;Goñi;31172
Navarra;Güesa/Gorza;31452
Navarra;Guesálaz/Gesalatz;31175
Navarra;Guesálaz/Gesalatz;31176
Navarra;Guesálaz/Gesalatz;31291
Navarra;Guirguillano;31174
Navarra;Guirguillano;31291
Navarra;Huarte/Uharte;31620
Navarra;Uharte Arakil;31840
Navarra;Ibargoiti;31472
Navarra;Ibargoiti;31473
Navarra;Igúzquiza;31241
Navarra;Igúzquiza;31243
Navarra;Imotz;31867
Navarra;Imotz;31869
Navarra;Irañeta;31849
Navarra;Isaba/Izaba;31417
Navarra;Ituren;31745
Navarra;Iturmendi;31810
Navarra;Iza/Itza;31170
Navarra;Iza/Itza;31172
Navarra;Iza/Itza;31867
Navarra;Iza/Itza;31868
Navarra;Iza/Itza;31892
Navarra;Izagaondoa;31421
Navarra;Izalzu/Itzaltzu;31689
Navarra;Jaurrieta;31691
Navarra;Javier;31409
Navarra;Javier;31411
Navarra;Juslapeña;31193
Navarra;Juslapeña;31194
Navarra;Juslapeña;31892
Navarra;Beintza-Labaien;31753
Navarra;Lakuntza;31830
Navarra;Lana;31283
Navarra;Lantz;31798
Navarra;Lapoblación;31227
Navarra;Larraga;31251
Navarra;Larraona;31270
Navarra;Larraun;31877
Navarra;Larraun;31878
Navarra;Larraun;31879
Navarra;Larraun;31891
Navarra;Lazagurría;31588
Navarra;Leache/Leatxe;31460
Navarra;Legarda;31133
Navarra;Legaria;31281
Navarra;Leitza;31880
Navarra;Leoz/Leotz;31395
Navarra;Leoz/Leotz;31494
Navarra;Lerga;31494
Navarra;Lerín;31260
Navarra;Lesaka;31770
Navarra;Lesaka;31789
Navarra;Lezáun;31177
Navarra;Liédena;31487
Navarra;Lizoáin-Arriasgoiti;31482
Navarra;Lizoáin-Arriasgoiti;31483
Navarra;Lizoáin-Arriasgoiti;31484
Navarra;Lizoáin-Arriasgoiti;31485
Navarra;Lodosa;31580
Navarra;Lónguida/Longida;31438
Navarra;Lónguida/Longida;31439
Navarra;Lónguida/Longida;31481
Navarra;Lumbier;31440
Navarra;Luquin;31243
Navarra;Mañeru;31130
Navarra;Marañón;31227
Navarra;Marcilla;31340
Navarra;Mélida;31382
Navarra;Mendavia;31587
Navarra;Mendaza;31219
Navarra;Mendaza;31282
Navarra;Mendigorría;31150
Navarra;Metauten;31241
Navarra;Milagro;31320
Navarra;Mirafuentes;31219
Navarra;Miranda de Arga;31253
Navarra;Miranda de Arga;31523
Navarra;Monreal/Elo;31471
Navarra;Monteagudo;31522
Navarra;Morentin;31264
Navarra;Mues;31219
Navarra;Murchante;31521
Navarra;Murieta;31280
Navarra;Murillo el Cuende;31315
Navarra;Murillo el Cuende;31383
Navarra;Murillo el Cuende;31391
Navarra;Murillo el Fruto;31313
Navarra;Muruzábal;31152
Navarra;Navascués/Nabaskoze;31450
Navarra;Navascués/Nabaskoze;31451
Navarra;Navascués/Nabaskoze;31454
Navarra;Nazar;31282
Navarra;Obanos;31151
Navarra;Oco;31281
Navarra;Ochagavía/Otsagabia;31680
Navarra;Odieta;31799
Navarra;Odieta;31867
Navarra;Oiz;31751
Navarra;Olaibar;31799
Navarra;Olazti/Olazagutía;31809
Navarra;Olejua;31281
Navarra;Olite/Erriberri;31390
Navarra;Olóriz/Oloritz;31395
Navarra;Olóriz/Oloritz;31396
Navarra;Cendea de Olza/Oltza Zendea;31170
Navarra;Cendea de Olza/Oltza Zendea;31171
Navarra;Cendea de Olza/Oltza Zendea;31173
Navarra;Valle de Ollo/Ollaran;31172
Navarra;Orbaizeta;31670
Navarra;Orbara;31671
Navarra;Orísoain;31395
Navarra;Oronz/Orontze;31451
Navarra;Oroz-Betelu/Orotz-Betelu;31439
Navarra;Oteiza;31250
Navarra;Pamplona/Iruña;31001
Navarra;Pamplona/Iruña;31002
Navarra;Pamplona/Iruña;31003
Navarra;Pamplona/Iruña;31004
Navarra;Pamplona/Iruña;31005
Navarra;Pamplona/Iruña;31006
Navarra;Pamplona/Iruña;31007
Navarra;Pamplona/Iruña;31008
Navarra;Pamplona/Iruña;31009
Navarra;Pamplona/Iruña;31010
Navarra;Pamplona/Iruña;31011
Navarra;Pamplona/Iruña;31012
Navarra;Pamplona/Iruña;31014
Navarra;Pamplona/Iruña;31015
Navarra;Pamplona/Iruña;31016
Navarra;Peralta/Azkoien;31350
Navarra;Petilla de Aragón;50686
Navarra;Piedramillera;31219
Navarra;Pitillas;31392
Navarra;Puente la Reina/Gares;31100
Navarra;Pueyo;31394
Navarra;Ribaforada;31550
Navarra;Romanzado;31454
Navarra;Roncal/Erronkari;31415
Navarra;Orreaga/Roncesvalles;31650
Navarra;Saldías;31747
Navarra;Salinas de Oro/Jaitz;31175
Navarra;San Adrián;31570
Navarra;Sangüesa/Zangoza;31400
Navarra;Sangüesa/Zangoza;31409
Navarra;San Martín de Unx;31495
Navarra;Sansol;31220
Navarra;Santacara;31314
Navarra;Doneztebe/Santesteban;31740
Navarra;Sarriés/Sartze;31451
Navarra;Sartaguda;31589
Navarra;Sesma;31293
Navarra;Sorlada;31219
Navarra;Sunbilla;31791
Navarra;Tafalla;31300
Navarra;Tiebas-Muruarte de Reta;31397
Navarra;Tiebas-Muruarte de Reta;31398
Navarra;Tirapu;31154
Navarra;Torralba del Río;31219
Navarra;Torralba del Río;31228
Navarra;Torres del Río;31229
Navarra;Tudela;31500
Navarra;Tulebras;31522
Navarra;Ucar;31154
Navarra;Ujué;31496
Navarra;Ultzama;31797
Navarra;Ultzama;31799
Navarra;Unciti;31422
Navarra;Unciti;31472
Navarra;Unzué/Untzue;31396
Navarra;Urdazubi/Urdax;31711
Navarra;Urdazubi/Urdax;31712
Navarra;Urdiain;31810
Navarra;Urraul Alto;31448
Navarra;Urraul Alto;31454
Navarra;Urraul Bajo;31448
Navarra;Urraul Bajo;31449
Navarra;Urraul Bajo;31480
Navarra;Urroz-Villa;31420
Navarra;Urroz;31752
Navarra;Urzainqui/Urzainki;31416
Navarra;Uterga;31133
Navarra;Uztárroz/Uztarroze;31418
Navarra;Luzaide/Valcarlos;31660
Navarra;Luzaide/Valcarlos;31669
Navarra;Valtierra;31514
Navarra;Bera;31780
Navarra;Bera;31789
Navarra;Viana;31230
Navarra;Vidángoz/Bidankoze;31413
Navarra;Bidaurreta;31174
Navarra;Villafranca;31330
Navarra;Villamayor de Monjardín;31242
Navarra;Hiriberri/Villanueva de Aezkoa;31671
Navarra;Villatuerta;31132
Navarra;Villatuerta;31292
Navarra;Villava/Atarrabia;31610
Navarra;Igantzi;31790
Navarra;Valle de Yerri/Deierri;31176
Navarra;Valle de Yerri/Deierri;31177
Navarra;Valle de Yerri/Deierri;31179
Navarra;Valle de Yerri/Deierri;31290
Navarra;Valle de Yerri/Deierri;31292
Navarra;Yesa;31410
Navarra;Zabalza/Zabaltza;31174
Navarra;Zubieta;31746
Navarra;Zugarramurdi;31710
Navarra;Zúñiga;31284
Navarra;Barañáin/Barañain;31010
Navarra;Berrioplano/Berriobeiti;31013
Navarra;Berrioplano/Berriobeiti;31195
Navarra;Berriozar;31013
Navarra;Berriozar;31195
Navarra;Irurtzun;31860
Navarra;Beriáin;31191
Navarra;Orkoien;31160
Navarra;Zizur Mayor/Zizur Nagusia;31180
Navarra;Lekunberri;31870
Ourense;Allariz;32660
Ourense;Allariz;32664
Ourense;Allariz;32665
Ourense;Allariz;32666
Ourense;Allariz;32667
Ourense;Allariz;32668
Ourense;Allariz;32669
Ourense;Allariz;32690
Ourense;Amoeiro;32170
Ourense;Amoeiro;32171
Ourense;Amoeiro;32172
Ourense;Amoeiro;32980
Ourense;A Arnoia;32417
Ourense;Avión;32520
Ourense;Baltar;32632
Ourense;Baltar;32633
Ourense;Baltar;32646
Ourense;Bande;32840
Ourense;Bande;32845
Ourense;Bande;32846
Ourense;Bande;32847
Ourense;Bande;32848
Ourense;Bande;32849
Ourense;Bande;32859
Ourense;Bande;32891
Ourense;Baños de Molgas;32592
Ourense;Baños de Molgas;32701
Ourense;Baños de Molgas;32702
Ourense;Baños de Molgas;32704
Ourense;Baños de Molgas;32705
Ourense;Barbadás;32002
Ourense;Barbadás;32005
Ourense;Barbadás;32890
Ourense;Barbadás;32920
Ourense;Barbadás;32930
Ourense;Barbadás;32940
Ourense;O Barco de Valdeorras;32300
Ourense;O Barco de Valdeorras;32313
Ourense;O Barco de Valdeorras;32314
Ourense;O Barco de Valdeorras;32315
Ourense;O Barco de Valdeorras;32317
Ourense;O Barco de Valdeorras;32318
Ourense;Beade;32431
Ourense;Beade;32432
Ourense;Beariz;32520
Ourense;Os Blancos;32632
Ourense;Os Blancos;32634
Ourense;Boborás;32512
Ourense;Boborás;32514
Ourense;Boborás;32520
Ourense;Boborás;32521
Ourense;Boborás;32522
Ourense;Boborás;32523
Ourense;Boborás;32524
Ourense;Boborás;32525
Ourense;Boborás;32526
Ourense;Boborás;32530
Ourense;A Bola;32812
Ourense;O Bolo;32357
Ourense;O Bolo;32372
Ourense;O Bolo;32373
Ourense;O Bolo;32374
Ourense;O Bolo;32375
Ourense;Calvos de Randín;32644
Ourense;Calvos de Randín;32645
Ourense;Calvos de Randín;32646
Ourense;Calvos de Randín;32647
Ourense;Calvos de Randín;32648
Ourense;Carballeda de Valdeorras;32329
Ourense;Carballeda de Valdeorras;32330
Ourense;Carballeda de Valdeorras;32334
Ourense;Carballeda de Valdeorras;32335
Ourense;Carballeda de Valdeorras;32336
Ourense;Carballeda de Valdeorras;32337
Ourense;Carballeda de Valdeorras;32338
Ourense;Carballeda de Valdeorras;32339
Ourense;Carballeda de Avia;32412
Ourense;Carballeda de Avia;32413
Ourense;Carballeda de Avia;32416
Ourense;Carballeda de Avia;32433
Ourense;Carballeda de Avia;32434
Ourense;O Carballiño;32500
Ourense;O Carballiño;32510
Ourense;O Carballiño;32511
Ourense;O Carballiño;32513
Ourense;O Carballiño;32515
Ourense;O Carballiño;32516
Ourense;O Carballiño;32534
Ourense;O Carballiño;32574
Ourense;Cartelle;32820
Ourense;Cartelle;32821
Ourense;Cartelle;32822
Ourense;Cartelle;32823
Ourense;Cartelle;32824
Ourense;Cartelle;32825
Ourense;Cartelle;32826
Ourense;Castrelo do Val;32591
Ourense;Castrelo do Val;32612
Ourense;Castrelo do Val;32624
Ourense;Castrelo do Val;32625
Ourense;Castrelo do Val;32626
Ourense;Castrelo de Miño;32430
Ourense;Castro Caldelas;32760
Ourense;Castro Caldelas;32764
Ourense;Castro Caldelas;32766
Ourense;Castro Caldelas;32768
Ourense;Castro Caldelas;32769
Ourense;Castro Caldelas;32774
Ourense;Castro Caldelas;32794
Ourense;Celanova;32800
Ourense;Celanova;32815
Ourense;Celanova;32816
Ourense;Celanova;32817
Ourense;Celanova;32823
Ourense;Celanova;32827
Ourense;Celanova;32828
Ourense;Celanova;32829
Ourense;Cenlle;32450
Ourense;Cenlle;32454
Ourense;Cenlle;32459
Ourense;Coles;32100
Ourense;Coles;32152
Ourense;Coles;32153
Ourense;Coles;32950
Ourense;Cortegada;32200
Ourense;Cortegada;32211
Ourense;Cortegada;32213
Ourense;Cualedro;32680
Ourense;Cualedro;32688
Ourense;Cualedro;32689
Ourense;Chandrexa de Queixa;32767
Ourense;Chandrexa de Queixa;32768
Ourense;Chandrexa de Queixa;32786
Ourense;Chandrexa de Queixa;32787
Ourense;Chandrexa de Queixa;32794
Ourense;Entrimo;32860
Ourense;Entrimo;32867
Ourense;Entrimo;32868
Ourense;Entrimo;32869
Ourense;Esgos;32720
Ourense;Esgos;32793
Ourense;Xinzo de Limia;32630
Ourense;Xinzo de Limia;32631
Ourense;Xinzo de Limia;32632
Ourense;Xinzo de Limia;32635
Ourense;Xinzo de Limia;32636
Ourense;Xinzo de Limia;32637
Ourense;Xinzo de Limia;32640
Ourense;Gomesende;32212
Ourense;A Gudiña;32456
Ourense;A Gudiña;32540
Ourense;A Gudiña;32545
Ourense;A Gudiña;32546
Ourense;A Gudiña;32547
Ourense;O Irixo;32526
Ourense;O Irixo;32530
Ourense;O Irixo;32535
Ourense;O Irixo;32536
Ourense;O Irixo;32537
Ourense;O Irixo;32538
Ourense;O Irixo;32539
Ourense;Xunqueira de Ambía;32670
Ourense;Xunqueira de Ambía;32678
Ourense;Xunqueira de Ambía;32679
Ourense;Xunqueira de Espadanedo;32708
Ourense;Xunqueira de Espadanedo;32720
Ourense;Xunqueira de Espadanedo;32730
Ourense;Larouco;32357
Ourense;Larouco;32358
Ourense;Larouco;32370
Ourense;Larouco;32371
Ourense;Laza;32620
Ourense;Laza;32621
Ourense;Laza;32622
